Gene	No-Effect	Very Weak (35%)	Strong & Weak	Low (25%)	Cyto	p_No-Effect	p_Very Weak (35%)	p_Strong & Weak	p_Low (25%)	p_Cyto	padj_noeffect	padj_Cyto	padj_StrWeak	padj_vWeak	padj_low
HSPA8	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
HSPB1	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
HTR1A	97	1	13	8	0	0.37388371054782	0.99770778963498	0.0745662768925867	0.349819061510217	1	1	1	1	1	1
HTR1B	51	1	7	5	0	0.584345234041006	0.962253323530583	0.159762363341835	0.288136723388448	1	1	1	1	1	1
HTR1D	48	1	8	4	0	0.657985957460007	0.956004445033079	0.0622564241462358	0.44725884462566	1	1	1	1	1	1
HTR1E	27	1	5	3	0	0.825179691435211	0.842054097319341	0.104420434848207	0.327530635547838	1	1	1	1	1	1
HTR2A	101	2	18	10	0	0.812441544618466	0.990253103158505	0.00488420915167147	0.200544800143077	1	1	1	0.38902296659873	1	1
HTR2B	58	3	6	5	0	0.508947240787851	0.704259986879003	0.391223228476114	0.37727992135703	1	1	1	1	1	1
HTR2C	65	2	14	7	0	0.932140679980797	0.937848312240068	0.00327912794917461	0.223187169739232	1	1	1	0.38902296659873	1	1
HTR3A	43	3	0	1	1	0.0590984007852412	0.433369350487552	1	0.936675437726327	0.717664916946291	1	1	1	1	1
HTR3B	17	1	0	0	1	0.231478753855515	0.62271132649999	1	1	0.394212634939446	1	1	1	1	1
HTR4	24	0	0	1	0	0.0262966800364245	1	1	0.762761687800593	1	1	1	1	1	1
HTR5A	18	1	1	1	0	0.36311527548225	0.659470817239403	0.781849214566088	0.701418783476137	1	1	1	1	1	1
HTR6	36	2	11	6	0	0.995955340467949	0.767861311070226	0.00136542313178742	0.0866508702513079	1	1	1	0.38902296659873	1	1
HTR7	35	1	9	3	0	0.910789894501751	0.914511362782119	0.00566143911954493	0.507740613363666	1	1	1	0.43236620238895	1	1
ICAM1	6	0	0	0	0	0.25883166131956	1	1	1	1	1	1	1	1	1
IDE	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
IDH1	2	1	0	0	0	0.894302246872106	0.142741396965398	1	1	1	1	1	1	1	1
IDH2	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
IDH3A	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
IDH3B	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
IDH3G	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
IDO1	6	0	0	1	0	0.571965693527047	1	1	0.331790753920129	1	1	1	1	1	1
IFNG	4	0	0	0	0	0.406107055859036	1	1	1	1	1	1	1	1	1
IGF1R	11	0	3	0	1	0.831124477647806	1	0.0829763911517908	1	0.326841058963489	1	1	1	1	1
IGHG2	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
IGLC1	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
IGSF10	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
IHH	3	0	0	0	0	0.508705284703027	1	1	1	1	1	1	1	1	1
IKBKB	11	1	2	1	0	0.831124477647806	0.536834538310079	0.283143122388886	0.578356727444134	1	1	1	1	1	1
IKBKG	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
IL10	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
IL12A	0	0	2	0	0	1	1	0.00490523624227302	1	1	1	1	0.38902296659873	1	1
IL12B	0	0	1	0	0	1	1	0.069997420242497	1	1	1	1	1	1	1
IL17A	1	0	1	0	0	0.95928832113685	1	0.135089604242721	1	1	1	1	1	1	1
IL1B	9	0	1	0	0	0.370691710868555	1	0.51586336197673	1	1	1	1	1	1	1
IL2	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
IL3	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
IL4I1	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
IL5	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
IL5RA	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
IL6	5	0	0	0	0	0.324208392311774	1	1	1	1	1	1	1	1	1
IMPA1	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
IMPDH1	8	0	4	0	0	0.925010146760383	1	0.0075620971921047	1	1	1	1	0.475761733444699	1	1
IMPDH2	6	0	4	0	0	0.965981735337769	1	0.00359466586180023	1	1	1	1	0.38902296659873	1	1
INCENP	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
INPP5D	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
INS	2	1	0	0	0	0.894302246872106	0.142741396965398	1	1	1	1	1	1	1	1
INSR	6	0	1	0	0	0.571965693527047	1	0.398205688646792	1	1	1	1	1	1	1
INSRR	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
IRAK4	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
IRF3	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
ITGA2	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
ITGA2B	4	0	0	0	0	0.406107055859036	1	1	1	1	1	1	1	1	1
ITGA4	6	0	0	0	0	0.25883166131956	1	1	1	1	1	1	1	1	1
ITGA5	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
ITGAL	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
ITGAV	4	0	0	0	0	0.406107055859036	1	1	1	1	1	1	1	1	1
ITGB1	7	0	0	0	0	0.206642655951645	1	1	1	1	1	1	1	1	1
ITGB2	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
ITGB3	6	0	0	0	0	0.25883166131956	1	1	1	1	1	1	1	1	1
ITGB6	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
ITGB7	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
ITK	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
ITPA	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
ITPR1	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
ITPR2	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
ITPR3	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
IVD	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
JAK1	13	0	2	1	1	0.752174856232144	1	0.33611096280931	0.624183843752951	0.361417633006274	1	1	1	1	1
JAK2	21	0	3	1	3	0.811552544103901	1	0.311993721299217	0.800336014038451	0.0358648646458235	1	1	1	1	1
JAK3	15	0	2	1	2	0.79831957883255	1	0.413022747560636	0.683744990790464	0.0948034779465194	1	1	1	1	1
JDP2	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
JUN	5	1	1	0	0	0.848907931637341	0.301839640343729	0.398205688646792	1	1	1	1	1	1	1
KAT2A	0	0	1	0	0	1	1	0.069997420242497	1	1	1	1	1	1	1
KAT2B	1	0	1	0	0	0.95928832113685	1	0.135089604242721	1	1	1	1	1	1	1
KAT5	0	0	1	0	0	1	1	0.069997420242497	1	1	1	1	1	1	1
KCNA1	3	0	2	0	0	0.940697363015372	1	0.0425253674969966	1	1	1	1	1	1	1
KCNA10	3	0	1	0	0	0.816499971234999	1	0.251910645449161	1	1	1	1	1	1	1
KCNA2	1	0	1	0	0	0.95928832113685	1	0.135089604242721	1	1	1	1	1	1	1
KCNA3	2	0	1	0	0	0.894302246872106	1	0.195620690318418	1	1	1	1	1	1	1
KCNA4	0	0	1	0	0	1	1	0.069997420242497	1	1	1	1	1	1	1
KCNA5	10	1	2	0	0	0.741895986246045	0.486808872096871	0.229803887530027	1	1	1	1	1	1	1
KCNA6	0	0	1	0	0	1	1	0.069997420242497	1	1	1	1	1	1	1
KCNB1	1	0	1	0	0	0.95928832113685	1	0.135089604242721	1	1	1	1	1	1	1
KCNB2	1	0	1	0	0	0.95928832113685	1	0.135089604242721	1	1	1	1	1	1	1
KCNC1	0	0	1	0	0	1	1	0.069997420242497	1	1	1	1	1	1	1
KCNC2	0	0	1	0	0	1	1	0.069997420242497	1	1	1	1	1	1	1
KCNC3	0	0	1	0	0	1	1	0.069997420242497	1	1	1	1	1	1	1
KCNC4	1	0	1	0	0	0.95928832113685	1	0.135089604242721	1	1	1	1	1	1	1
KCND1	0	0	1	0	0	1	1	0.069997420242497	1	1	1	1	1	1	1
KCND2	0	0	3	1	0	1	1	0.00130403925646979	0.205787517164507	1	1	1	0.38902296659873	1	1
KCND3	1	0	3	1	0	0.999664722193588	1	0.00308901106997358	0.250232830181434	1	1	1	0.38902296659873	1	1
KCNF1	0	0	1	0	0	1	1	0.069997420242497	1	1	1	1	1	1	1
KCNG1	0	0	1	0	0	1	1	0.069997420242497	1	1	1	1	1	1	1
KCNG2	0	0	1	0	0	1	1	0.069997420242497	1	1	1	1	1	1	1
KCNG3	0	0	1	0	0	1	1	0.069997420242497	1	1	1	1	1	1	1
KCNG4	0	0	1	0	0	1	1	0.069997420242497	1	1	1	1	1	1	1
KCNH1	4	1	4	0	0	0.99677504299088	0.369930224531088	0.00228358011428755	1	1	1	1	0.38902296659873	1	1
KCNH2	20	1	9	3	0	0.996942640119434	0.815837022958672	0.0003395951290696	0.280893306554096	1	1	1	0.240345804054359	1	1
KCNH3	0	0	1	0	0	1	1	0.069997420242497	1	1	1	1	1	1	1
KCNH4	0	0	1	0	0	1	1	0.069997420242497	1	1	1	1	1	1	1
KCNH5	0	0	2	0	0	1	1	0.00490523624227302	1	1	1	1	0.38902296659873	1	1
KCNH6	2	0	1	0	0	0.894302246872106	1	0.195620690318418	1	1	1	1	1	1	1
KCNH7	1	0	1	0	0	0.95928832113685	1	0.135089604242721	1	1	1	1	1	1	1
KCNH8	0	0	1	0	0	1	1	0.069997420242497	1	1	1	1	1	1	1
KCNJ1	9	0	0	0	0	0.131720509620428	1	1	1	1	1	1	1	1	1
KCNJ10	9	0	0	1	0	0.370691710868555	1	1	0.437777578381115	1	1	1	1	1	1
KCNJ11	14	1	0	1	0	0.345622500246793	0.559984855958957	1	0.601930221985002	1	1	1	1	1	1
KCNJ12	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
KCNJ13	0	0	1	0	0	1	1	0.069997420242497	1	1	1	1	1	1	1
KCNJ15	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
KCNJ3	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
KCNJ4	4	0	0	1	0	0.733701710048084	1	1	0.250232830181434	1	1	1	1	1	1
KCNJ5	2	0	1	0	0	0.894302246872106	1	0.195620690318418	1	1	1	1	1	1	1
KCNJ8	11	0	0	1	0	0.270132583543582	1	1	0.498909306306538	1	1	1	1	1	1
KCNK1	0	0	1	0	0	1	1	0.069997420242497	1	1	1	1	1	1	1
KCNK10	3	1	0	2	0	0.982473690432184	0.265077735944928	1	0.0404604270733511	1	1	1	1	1	1
KCNK12	0	0	0	1	0	1	1	1	0.0559807378106458	1	1	1	1	1	1
KCNK13	0	0	0	1	0	1	1	1	0.0559807378106458	1	1	1	1	1	1
KCNK15	0	0	0	1	0	1	1	1	0.0559807378106458	1	1	1	1	1	1
KCNK18	4	0	0	2	0	0.89892103559856	1	1	0.0404604270733511	1	1	1	1	1	1
KCNK2	5	1	1	2	0	0.979648519002019	0.369930224531088	0.479454712369289	0.0868569660120825	1	1	1	1	1	1
KCNK3	5	0	0	1	0	0.651092047272845	1	1	0.29218731080305	1	1	1	1	1	1
KCNK4	0	1	0	0	0	1	0.0500472955542181	1	1	1	1	1	1	1	1
KCNK9	6	0	0	1	0	0.571965693527047	1	1	0.331790753920129	1	1	1	1	1	1
KCNMA1	11	2	0	0	0	0.495331492913682	0.135709851053822	1	1	1	1	1	1	1	1
KCNMB1	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
KCNMB2	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
KCNMB3	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
KCNMB4	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
KCNN1	7	1	0	0	0	0.498279446604611	0.336759658332725	1	1	1	1	1	1	1	1
KCNN2	5	1	0	0	0	0.651092047272845	0.265077735944928	1	1	1	1	1	1	1	1
KCNN3	6	1	0	0	0	0.571965693527047	0.301839640343729	1	1	1	1	1	1	1	1
KCNN4	14	2	0	0	0	0.345622500246793	0.189579773576911	1	1	1	1	1	1	1	1
KCNQ1	8	0	2	0	0	0.672524349620765	1	0.151776865902319	1	1	1	1	1	1	1
KCNQ2	6	0	3	2	0	0.987794105244729	1	0.0370516124997155	0.123311733829269	1	1	1	1	1	1
KCNQ3	3	0	2	2	0	0.995125077596184	1	0.0813196350389393	0.0545666521005762	1	1	1	1	1	1
KCNQ4	5	0	2	0	0	0.848907931637341	1	0.0813196350389393	1	1	1	1	1	1	1
KCNQ5	3	0	2	0	0	0.940697363015372	1	0.0425253674969966	1	1	1	1	1	1	1
KCNS2	0	0	1	0	0	1	1	0.069997420242497	1	1	1	1	1	1	1
KCNS3	0	0	1	0	0	1	1	0.069997420242497	1	1	1	1	1	1	1
KCNT2	0	0	0	1	0	1	1	1	0.0559807378106458	1	1	1	1	1	1
KCNV1	0	0	1	0	0	1	1	0.069997420242497	1	1	1	1	1	1	1
KCNV2	0	0	1	0	0	1	1	0.069997420242497	1	1	1	1	1	1	1
KCTD12	5	0	0	0	0	0.324208392311774	1	1	1	1	1	1	1	1	1
KCTD16	5	0	0	0	0	0.324208392311774	1	1	1	1	1	1	1	1	1
KCTD8	5	0	0	0	0	0.324208392311774	1	1	1	1	1	1	1	1	1
KDM1A	5	0	0	0	0	0.324208392311774	1	1	1	1	1	1	1	1	1
KDM2A	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
KDM3A	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
KDM4A	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
KDM4B	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
KDM4C	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
KDM5C	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
KDM6A	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
KDM6B	3	0	0	0	0	0.508705284703027	1	1	1	1	1	1	1	1	1
KDM7A	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
KDR	53	1	6	2	0	0.171814634324783	0.958194813980106	0.266152327361841	0.867862035502341	1	1	1	1	1	1
KEAP1	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
KHK	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
KIF11	7	0	1	0	0	0.498279446604611	1	0.440304396917806	1	1	1	1	1	1	1
KIF18A	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
KIT	25	3	1	1	0	0.418396755408834	0.188361235121187	0.886304000983342	0.822013376503377	1	1	1	1	1	1
KLF4	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
KMO	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
KRAS	2	0	1	0	0	0.894302246872106	1	0.195620690318418	1	1	1	1	1	1	1
KRT12	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
KRTAP5-2	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
KYNU	1	0	1	0	0	0.95928832113685	1	0.135089604242721	1	1	1	1	1	1	1
L3HYPDH	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
L3MBTL1	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
L3MBTL3	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
LAP3	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
LARS2	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
LCK	17	2	2	0	1	0.725470824891313	0.302222090054853	0.461757409741428	1	0.440264808359974	1	1	1	1	1
LCMT1	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
LCMT2	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
LCT	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
LDHA	4	0	0	0	0	0.406107055859036	1	1	1	1	1	1	1	1	1
LDHAL6A	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
LDHAL6B	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
LDHB	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
LDHC	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
LDLR	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
LHCGR	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
LIF	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
LIMK1	2	1	0	0	0	0.894302246872106	0.142741396965398	1	1	1	1	1	1	1	1
LIMK2	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
LIPE	1	0	1	0	0	0.95928832113685	1	0.135089604242721	1	1	1	1	1	1	1
LIPF	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
LPA	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
LPAR1	3	0	0	0	0	0.508705284703027	1	1	1	1	1	1	1	1	1
LPAR2	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
LPAR3	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
LPAR5	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
LPL	6	0	0	0	0	0.25883166131956	1	1	1	1	1	1	1	1	1
LRAT	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
LRRK2	3	0	1	0	0	0.816499971234999	1	0.251910645449161	1	1	1	1	1	1	1
LSM6	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
LSS	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
LTA4H	3	0	0	0	0	0.508705284703027	1	1	1	1	1	1	1	1	1
LTB4R	2	0	0	1	0	0.894302246872106	1	1	0.158703251038844	1	1	1	1	1	1
LTB4R2	2	0	0	1	0	0.894302246872106	1	1	0.158703251038844	1	1	1	1	1	1
LTC4S	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
LTF	4	0	0	0	0	0.406107055859036	1	1	1	1	1	1	1	1	1
LY96	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
LYN	5	0	1	0	0	0.651092047272845	1	0.352936252417099	1	1	1	1	1	1	1
LYPLA1	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
LYZ	2	1	0	1	0	0.972104522509213	0.185633806436352	1	0.205787517164507	1	1	1	1	1	1
M6PR	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
MALT1	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
MAN1B1	1	1	0	0	0	0.95928832113685	0.0975857713914875	1	1	1	1	1	1	1	1
MAN2A1	2	1	0	0	0	0.894302246872106	0.142741396965398	1	1	1	1	1	1	1	1
MAOA	28	1	2	2	0	0.320483005220472	0.815837022958672	0.681877998656077	0.557882384117093	1	1	1	1	1	1
MAOB	27	1	1	1	0	0.118491236575104	0.785259531634404	0.886304000983342	0.822013376503377	1	1	1	1	1	1
MAP1A	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
MAP2	4	0	0	0	0	0.406107055859036	1	1	1	1	1	1	1	1	1
MAP2K1	18	1	1	0	0	0.201023870329273	0.64156280383318	0.765460221548718	1	1	1	1	1	1	1
MAP2K2	9	1	0	0	0	0.370691710868555	0.401439127205337	1	1	1	1	1	1	1	1
MAP2K5	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
MAP2K7	0	1	0	0	0	1	0.0500472955542181	1	1	1	1	1	1	1	1
MAP3K1	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
MAP3K10	0	0	1	0	0	1	1	0.069997420242497	1	1	1	1	1	1	1
MAP3K11	0	0	1	0	0	1	1	0.069997420242497	1	1	1	1	1	1	1
MAP3K2	2	0	1	0	0	0.894302246872106	1	0.195620690318418	1	1	1	1	1	1	1
MAP3K5	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
MAP3K6	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
MAP3K7	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
MAP3K8	3	0	0	0	0	0.508705284703027	1	1	1	1	1	1	1	1	1
MAP3K9	0	0	3	0	0	1	1	0.000344138317745231	1	1	1	1	0.240345804054359	1	1
MAP4	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
MAP4K5	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
MAPK1	15	3	0	0	0	0.493640489327184	0.058403203027734	1	1	1	1	1	1	1	1
MAPK10	4	0	0	0	0	0.406107055859036	1	1	1	1	1	1	1	1	1
MAPK11	15	2	0	0	0	0.303616079191886	0.20812388375542	1	1	1	1	1	1	1	1
MAPK12	10	2	0	0	0	0.552230991374997	0.118623100415808	1	1	1	1	1	1	1	1
MAPK13	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
MAPK14	32	2	2	0	1	0.215309145627352	0.558360779448346	0.741317379845697	1	0.622923990769413	1	1	1	1	1
MAPK3	5	1	0	0	0	0.651092047272845	0.265077735944928	1	1	1	1	1	1	1	1
MAPK7	1	2	1	0	0	0.998340303522559	0.0140641685525357	0.251910645449161	1	1	1	1	1	1	1
MAPK8	13	2	0	0	0	0.39166587121671	0.171276769523079	1	1	1	1	1	1	1	1
MAPK8IP1	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
MAPK9	5	0	0	0	0	0.324208392311774	1	1	1	1	1	1	1	1	1
MAPKAPK2	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
MAPT	2	0	1	0	0	0.894302246872106	1	0.195620690318418	1	1	1	1	1	1	1
MARK1	0	0	0	0	1	1	1	1	1	0.0260555507782269	1	1	1	1	1
MARK3	0	0	0	0	1	1	1	1	1	0.0260555507782269	1	1	1	1	1
MBTPS1	0	1	0	0	0	1	0.0500472955542181	1	1	1	1	1	1	1	1
MC1R	1	0	0	1	0	0.95928832113685	1	1	0.108823088600437	1	1	1	1	1	1
MC2R	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
MC3R	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
MC4R	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
MC5R	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
MCCC1	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
MCCC2	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
MCHR1	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
MCL1	2	0	1	0	1	0.972104522509213	1	0.251910645449161	1	0.100206730174315	1	1	1	1	1
MCOLN3	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
MDH1	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
MDH2	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
MDM2	7	0	1	1	1	0.875955432732409	1	0.51586336197673	0.437777578381115	0.231954759327002	1	1	1	1	1
MDM4	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
ME1	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
ME2	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
ME3	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
MELK	0	0	1	0	0	1	1	0.069997420242497	1	1	1	1	1	1	1
MERTK	4	0	1	0	0	0.733701710048084	1	0.304256964937203	1	1	1	1	1	1	1
MET	24	0	1	1	0	0.0811438296085262	1	0.848120159606954	0.776013973817567	1	1	1	1	1	1
METAP2	7	0	0	0	0	0.206642655951645	1	1	1	1	1	1	1	1	1
MGAM	2	0	0	2	0	0.972104522509213	1	1	0.017450452661855	1	1	1	1	1	1
MGLL	4	0	0	0	0	0.406107055859036	1	1	1	1	1	1	1	1	1
MGMT	5	0	0	0	0	0.324208392311774	1	1	1	1	1	1	1	1	1
MGST1	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
MGST2	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
MGST3	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
MIF	7	0	0	0	0	0.206642655951645	1	1	1	1	1	1	1	1	1
MKNK1	1	0	1	0	0	0.95928832113685	1	0.135089604242721	1	1	1	1	1	1	1
MKNK2	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
MLNR	5	0	0	1	0	0.651092047272845	1	1	0.29218731080305	1	1	1	1	1	1
MME	5	0	0	0	0	0.324208392311774	1	1	1	1	1	1	1	1	1
MMP1	7	0	0	2	0	0.733553674554258	1	1	0.0868569660120825	1	1	1	1	1	1
MMP10	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
MMP11	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
MMP12	5	0	0	0	0	0.324208392311774	1	1	1	1	1	1	1	1	1
MMP13	9	0	0	2	0	0.611633977957376	1	1	0.123311733829269	1	1	1	1	1	1
MMP14	4	0	0	0	0	0.406107055859036	1	1	1	1	1	1	1	1	1
MMP15	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
MMP16	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
MMP19	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
MMP2	11	0	1	2	0	0.692146802700458	1	0.637728867310812	0.183041072966776	1	1	1	1	1	1
MMP20	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
MMP24	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
MMP25	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
MMP26	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
MMP28	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
MMP3	6	0	0	1	0	0.571965693527047	1	1	0.331790753920129	1	1	1	1	1	1
MMP7	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
MMP8	5	0	0	1	0	0.651092047272845	1	1	0.29218731080305	1	1	1	1	1	1
MMP9	11	0	0	1	0	0.270132583543582	1	1	0.498909306306538	1	1	1	1	1	1
MOCOS	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
MPL	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
MPO	2	0	0	2	0	0.972104522509213	1	1	0.017450452661855	1	1	1	1	1	1
MRGPRX1	1	1	0	0	0	0.95928832113685	0.0975857713914875	1	1	1	1	1	1	1	1
MSMO1	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
