Gene	No-Effect	Very Weak (35%)	Strong & Weak	Low (25%)	Cyto	padj_noeffect	padj_Cyto	padj_StrWeak	padj_vWeak	padj_low
MCL1	0.971869150738627	1	0.253845298741142	1	0.100206730174315	1	1	1	1	1
MCOLN3	0.636276980333582	1	1	1	1	1	1	1	1	1
MDH1	0.797661019864133	1	1	1	1	1	1	1	1	1
MDH2	0.636276980333582	1	1	1	1	1	1	1	1	1
MDM2	0.874878915859432	1	0.518986525769476	0.437777578381115	0.231954759327002	1	1	1	1	1
MDM4	0.797661019864133	1	1	1	1	1	1	1	1	1
ME1	0.797661019864133	1	1	1	1	1	1	1	1	1
ME2	0.797661019864133	1	1	1	1	1	1	1	1	1
ME3	0.797661019864133	1	1	1	1	1	1	1	1	1
MELK	1	1	0.070599363659816	1	1	1	1	1	1	1
MERTK	0.732466062049992	1	0.306505232527227	1	1	1	1	1	1	1
MET	0.0800754668140472	1	0.850652591970669	0.776013973817567	1	1	1	1	1	1
METAP2	0.205554714870891	1	1	1	1	1	1	1	1	1
MGAM	0.971869150738627	1	1	0.017450452661855	1	1	1	1	1	1
MGLL	0.404883711087078	1	1	1	1	1	1	1	1	1
MGMT	0.322988123346349	1	1	1	1	1	1	1	1	1
MGST1	0.797661019864133	1	1	1	1	1	1	1	1	1
MGST2	0.797661019864133	1	1	1	1	1	1	1	1	1
MGST3	0.797661019864133	1	1	1	1	1	1	1	1	1
MIF	0.205554714870891	1	1	1	1	1	1	1	1	1
MKNK1	0.959045059394684	1	0.136208815287958	1	1	1	1	1	1	1
MKNK2	0.797661019864133	1	1	1	1	1	1	1	1	1
MLNR	0.649613125165999	1	1	0.29218731080305	1	1	1	1	1	1
MME	0.322988123346349	1	1	1	1	1	1	1	1	1
MMP1	0.73195565172131	1	1	0.0868569660120825	1	1	1	1	1	1
MMP10	0.797661019864133	1	1	1	1	1	1	1	1	1
MMP11	0.797661019864133	1	1	1	1	1	1	1	1	1
MMP12	0.322988123346349	1	1	1	1	1	1	1	1	1
MMP13	0.609635507714842	1	1	0.123311733829269	1	1	1	1	1	1
MMP14	0.404883711087078	1	1	1	1	1	1	1	1	1
MMP15	0.797661019864133	1	1	1	1	1	1	1	1	1
MMP16	0.636276980333582	1	1	1	1	1	1	1	1	1
MMP19	0.797661019864133	1	1	1	1	1	1	1	1	1
MMP2	0.690067373992195	1	0.640995853180643	0.183041072966776	1	1	1	1	1	1
MMP20	0.797661019864133	1	1	1	1	1	1	1	1	1
MMP24	0.797661019864133	1	1	1	1	1	1	1	1	1
MMP25	0.636276980333582	1	1	1	1	1	1	1	1	1
MMP26	0.797661019864133	1	1	1	1	1	1	1	1	1
MMP28	0.797661019864133	1	1	1	1	1	1	1	1	1
MMP3	0.57031357165159	1	1	0.331790753920129	1	1	1	1	1	1
MMP7	0.797661019864133	1	1	1	1	1	1	1	1	1
MMP8	0.649613125165999	1	1	0.29218731080305	1	1	1	1	1	1
MMP9	0.268452416414017	1	1	0.498909306306538	1	1	1	1	1	1
MOCOS	0.797661019864133	1	1	1	1	1	1	1	1	1
MPL	0.636276980333582	1	1	1	1	1	1	1	1	1
MPO	0.971869150738627	1	1	0.017450452661855	1	1	1	1	1	1
MRGPRX1	0.959045059394684	0.0975857713914875	1	1	1	1	1	1	1	1
MSMO1	0.797661019864133	1	1	1	1	1	1	1	1	1
MST1R	0.636276980333582	1	1	1	1	1	1	1	1	1
MTAP	0.797661019864133	1	1	1	1	1	1	1	1	1
MTHFD1	0.797661019864133	1	1	1	1	1	1	1	1	1
MTHFD2	0.797661019864133	1	1	1	1	1	1	1	1	1
MTNR1A	0.73195565172131	1	0.482478061098749	0.4044648636752	1	1	1	1	1	1
MTNR1B	0.670702824233544	1	0.518986525769476	0.437777578381115	1	1	1	1	1	1
MTOR	0.999973126065531	0.0141020810575691	0.000374284608776643	0.899779255293507	0.279944274638466	1	1	0.257258287765813	1	1
MTR	0.797661019864133	1	1	1	1	1	1	1	1	1
MTRR	0.797661019864133	1	1	1	1	1	1	1	1	1
MTTP	0.959045059394684	1	1	0.108823088600437	1	1	1	1	1	1
MUC2	0.797661019864133	1	1	1	1	1	1	1	1	1
MYBPC3	0.797661019864133	1	1	1	1	1	1	1	1	1
MYC	0.797661019864133	1	1	1	1	1	1	1	1	1
MYD88	0.797661019864133	1	1	1	1	1	1	1	1	1
MYH14	1	1	1	0.0559807378106458	1	1	1	1	1	1
MYH2	1	1	1	0.0559807378106458	1	1	1	1	1	1
MYLK	0.636276980333582	1	1	1	1	1	1	1	1	1
MYLK2	1	1	0.070599363659816	1	1	1	1	1	1	1
NADSYN1	1	0.0500472955542181	1	1	1	1	1	1	1	1
NAE1	0.636276980333582	1	1	1	1	1	1	1	1	1
NAGK	1	1	1	0.0559807378106458	1	1	1	1	1	1
NAGLU	1	1	1	0.0559807378106458	1	1	1	1	1	1
NAGPA	1	1	1	0.0559807378106458	1	1	1	1	1	1
NAGS	1	0.0500472955542181	1	1	1	1	1	1	1	1
NALCN	0.797661019864133	1	1	1	1	1	1	1	1	1
NAMPT	0.982283873036128	1	0.0618089955944659	0.29218731080305	1	1	1	1	1	1
NARS2	0.797661019864133	1	1	1	1	1	1	1	1	1
NAT10	0.797661019864133	1	1	1	1	1	1	1	1	1
NCAN	0.797661019864133	1	1	1	1	1	1	1	1	1
NCF1	0.797661019864133	1	1	1	1	1	1	1	1	1
NCF2	0.797661019864133	1	1	1	1	1	1	1	1	1
NCF4	0.797661019864133	1	1	1	1	1	1	1	1	1
NCOA1	0.732466062049992	0.22637661780522	1	1	1	1	1	1	1	1
NCOA2	0.991707601657165	0.142741396965398	1	0.158703251038844	1	1	1	1	1	1
NDC80	0.797661019864133	1	1	1	1	1	1	1	1	1
NDUFA1	0.797661019864133	1	1	1	1	1	1	1	1	1
NDUFA10	0.797661019864133	1	1	1	1	1	1	1	1	1
NDUFA11	0.797661019864133	1	1	1	1	1	1	1	1	1
NDUFA12	0.797661019864133	1	1	1	1	1	1	1	1	1
NDUFA13	0.797661019864133	1	1	1	1	1	1	1	1	1
NDUFA2	0.797661019864133	1	1	1	1	1	1	1	1	1
NDUFA3	0.797661019864133	1	1	1	1	1	1	1	1	1
NDUFA4	0.797661019864133	1	1	1	1	1	1	1	1	1
NDUFA4L2	0.797661019864133	1	1	1	1	1	1	1	1	1
NDUFA5	0.797661019864133	1	1	1	1	1	1	1	1	1
NDUFA6	0.797661019864133	1	1	1	1	1	1	1	1	1
NDUFA7	0.797661019864133	1	1	1	1	1	1	1	1	1
NDUFA8	0.797661019864133	1	1	1	1	1	1	1	1	1
NDUFA9	0.797661019864133	1	1	1	1	1	1	1	1	1
NDUFAB1	0.797661019864133	1	1	1	1	1	1	1	1	1
NDUFB1	0.797661019864133	1	1	1	1	1	1	1	1	1
NDUFB10	0.797661019864133	1	1	1	1	1	1	1	1	1
NDUFB2	0.797661019864133	1	1	1	1	1	1	1	1	1
NDUFB3	0.797661019864133	1	1	1	1	1	1	1	1	1
NDUFB4	0.797661019864133	1	1	1	1	1	1	1	1	1
NDUFB5	0.797661019864133	1	1	1	1	1	1	1	1	1
NDUFB6	0.797661019864133	1	1	1	1	1	1	1	1	1
NDUFB7	0.797661019864133	1	1	1	1	1	1	1	1	1
NDUFB8	0.797661019864133	1	1	1	1	1	1	1	1	1
NDUFB9	0.797661019864133	1	1	1	1	1	1	1	1	1
NDUFC1	0.797661019864133	1	1	1	1	1	1	1	1	1
NDUFC2	0.797661019864133	1	1	1	1	1	1	1	1	1
NDUFS1	0.797661019864133	1	1	1	1	1	1	1	1	1
NDUFS2	0.797661019864133	1	1	1	1	1	1	1	1	1
NDUFS3	0.797661019864133	1	1	1	1	1	1	1	1	1
NDUFS4	0.797661019864133	1	1	1	1	1	1	1	1	1
NDUFS5	0.797661019864133	1	1	1	1	1	1	1	1	1
NDUFS6	0.797661019864133	1	1	1	1	1	1	1	1	1
NDUFS7	0.797661019864133	1	1	1	1	1	1	1	1	1
NDUFS8	0.797661019864133	1	1	1	1	1	1	1	1	1
NDUFV1	0.797661019864133	1	1	1	1	1	1	1	1	1
NDUFV2	0.797661019864133	1	1	1	1	1	1	1	1	1
NDUFV3	0.797661019864133	1	1	1	1	1	1	1	1	1
NEDD4	0.959045059394684	1	1	0.108823088600437	1	1	1	1	1	1
NEIL1	0.797661019864133	1	1	1	1	1	1	1	1	1
NEK11	1	0.0500472955542181	1	1	1	1	1	1	1	1
NEU1	0.797661019864133	1	1	1	1	1	1	1	1	1
NEU2	0.636276980333582	1	1	1	1	1	1	1	1	1
NEUROD1	0.797661019864133	1	1	1	1	1	1	1	1	1
NFATC1	0.636276980333582	1	1	1	1	1	1	1	1	1
NFE2L2	0.991707601657165	1	0.197181436958372	0.158703251038844	1	1	1	1	1	1
NFKB1	0.25766312298242	1	1	1	1	1	1	1	1	1
NFKB2	0.636276980333582	1	1	1	1	1	1	1	1	1
NFKBIA	0.507555483065512	1	1	1	1	1	1	1	1	1
NFS1	0.893719974869722	1	0.197181436958372	1	1	1	1	1	1	1
NGF	0.797661019864133	1	1	1	1	1	1	1	1	1
NGFR	0.636276980333582	1	1	1	1	1	1	1	1	1
NISCH	0.507555483065512	1	1	1	1	1	1	1	1	1
NLRP3	0.797661019864133	1	1	1	1	1	1	1	1	1
NMBR	0.797661019864133	1	1	1	1	1	1	1	1	1
NNMT	0.797661019864133	1	1	1	1	1	1	1	1	1
NNT	0.797661019864133	1	1	1	1	1	1	1	1	1
NOS1	0.740034436316154	0.486808872096871	0.232763172405194	1	1	1	1	1	1	1
NOS2	0.575301188408916	0.659470817239403	0.442126173583839	0.701418783476137	1	1	1	1	1	1
NOS3	0.113992251719722	1	0.711705836881873	1	1	1	1	1	1	1
NOX1	1	0.0500472955542181	1	1	1	1	1	1	1	1
NOX4	0.959045059394684	0.0975857713914875	1	1	1	1	1	1	1	1
NOXO1	0.797661019864133	1	1	1	1	1	1	1	1	1
NPBWR1	0.797661019864133	1	1	1	1	1	1	1	1	1
NPC1L1	0.797661019864133	1	1	1	1	1	1	1	1	1
NPEPPS	0.797661019864133	1	1	1	1	1	1	1	1	1
NPR1	0.797661019864133	1	1	1	1	1	1	1	1	1
NPSR1	0.797661019864133	1	1	1	1	1	1	1	1	1
NPY1R	0.636276980333582	1	1	1	1	1	1	1	1	1
NPY2R	0.507555483065512	1	1	1	1	1	1	1	1	1
NPY5R	0.649613125165999	1	0.355444479913778	1	1	1	1	1	1	1
NQO1	0.507555483065512	1	1	1	1	1	1	1	1	1
NQO2	0.163988004309598	1	1	1	1	1	1	1	1	1
NR0B1	0.959045059394684	0.0975857713914875	1	1	1	1	1	1	1	1
NR1H2	0.636276980333582	1	1	1	1	1	1	1	1	1
NR1H3	0.636276980333582	1	1	1	1	1	1	1	1	1
NR1H4	0.104378183212657	1	1	1	1	1	1	1	1	1
NR1I2	0.229548758207026	1	1	0.288220289418311	1	1	1	1	1	1
NR1I3	0.649613125165999	1	0.355444479913778	1	1	1	1	1	1	1
NR2C2	0.959045059394684	0.0975857713914875	1	1	1	1	1	1	1	1
NR3C1	0.308066738860022	0.808117684276765	0.987492183942522	0.0501629345253502	1	1	1	1	1	1
NR3C2	0.791047599835937	0.189579773576911	0.689838735263249	0.601930221985002	1	1	1	1	1	1
NR5A1	0.797661019864133	1	1	1	1	1	1	1	1	1
NR5A2	0.797661019864133	1	1	1	1	1	1	1	1	1
NRAS	0.797661019864133	1	1	1	1	1	1	1	1	1
NRP1	0.797661019864133	1	1	1	1	1	1	1	1	1
NSDHL	0.797661019864133	1	1	1	1	1	1	1	1	1
NT5C2	0.636276980333582	1	1	1	1	1	1	1	1	1
NT5E	0.797661019864133	1	1	1	1	1	1	1	1	1
NTRK1	0.896662476051084	0.486808872096871	0.613757852576383	0.52693181653714	0.290385794133882	1	1	1	1	1
NTRK2	0.84786200895202	1	0.400926223101641	0.331790753920129	1	1	1	1	1	1
NTRK3	0.893719974869722	1	1	0.158703251038844	1	1	1	1	1	1
NTSR1	0.636276980333582	1	1	1	1	1	1	1	1	1
NTSR2	0.507555483065512	1	1	1	1	1	1	1	1	1
NUAK1	0.507555483065512	1	1	1	1	1	1	1	1	1
NUAK2	0.797661019864133	1	1	1	1	1	1	1	1	1
NUDT1	0.893719974869722	0.142741396965398	1	1	1	1	1	1	1	1
OAT	0.797661019864133	1	1	1	1	1	1	1	1	1
ODC1	0.404883711087078	1	1	1	1	1	1	1	1	1
OGDH	0.636276980333582	1	1	1	1	1	1	1	1	1
OPLAH	1	0.0500472955542181	1	1	1	1	1	1	1	1
OPRD1	0.153387868153012	1	0.597156064628002	0.800336014038451	1	1	1	1	1	1
OPRK1	0.076477551871825	1	0.686540996824008	0.850191888995451	1	1	1	1	1	1
OPRL1	0.73195565172131	1	0.128930575286864	1	1	1	1	1	1	1
OPRM1	0.195787211285129	1	0.395503966572609	0.841334025211259	1	1	1	1	1	1
ORM1	1	1	0.070599363659816	1	1	1	1	1	1	1
ORM2	1	1	0.070599363659816	1	1	1	1	1	1	1
OTC	0.797661019864133	1	1	1	1	1	1	1	1	1
OXCT1	0.959045059394684	1	0.136208815287958	1	1	1	1	1	1	1
OXCT2	0.797661019864133	1	1	1	1	1	1	1	1	1
OXER1	0.797661019864133	1	1	1	1	1	1	1	1	1
OXT	0.797661019864133	1	1	1	1	1	1	1	1	1
OXTR	0.36889284675534	1	1	0.437777578381115	1	1	1	1	1	1
P2RX4	0.797661019864133	1	1	1	1	1	1	1	1	1
P2RX7	0.42925484225098	0.369930224531088	1	1	1	1	1	1	1	1
P2RY1	0.893719974869722	1	1	0.158703251038844	1	1	1	1	1	1
P2RY11	0.971869150738627	1	0.253845298741142	0.205787517164507	1	1	1	1	1	1
P2RY12	0.496521688799943	1	1	0.369175097268187	1	1	1	1	1	1
P2RY13	0.893719974869722	1	1	0.158703251038844	1	1	1	1	1	1
P2RY2	0.971869150738627	1	0.253845298741142	0.205787517164507	1	1	1	1	1	1
P2RY4	0.959045059394684	1	0.136208815287958	1	1	1	1	1	1	1
P2RY6	0.959045059394684	1	0.136208815287958	1	1	1	1	1	1	1
P3H1	0.636276980333582	1	1	1	1	1	1	1	1	1
P3H2	0.636276980333582	1	1	1	1	1	1	1	1	1
P3H3	0.636276980333582	1	1	1	1	1	1	1	1	1
P4HA1	0.636276980333582	1	1	1	1	1	1	1	1	1
P4HA2	0.636276980333582	1	1	1	1	1	1	1	1	1
P4HB	0.797661019864133	1	1	1	1	1	1	1	1	1
PADI1	0.797661019864133	1	1	1	1	1	1	1	1	1
PADI2	0.797661019864133	1	1	1	1	1	1	1	1	1
PADI3	0.797661019864133	1	1	1	1	1	1	1	1	1
PADI4	0.797661019864133	1	1	1	1	1	1	1	1	1
PADI6	0.797661019864133	1	1	1	1	1	1	1	1	1
PAH	0.322988123346349	1	1	1	1	1	1	1	1	1
PAICS	1	0.0500472955542181	1	1	1	1	1	1	1	1
PAK1	0.815570799000816	1	1	1	0.100206730174315	1	1	1	1	1
PAK2	1	1	1	1	0.0260555507782269	1	1	1	1	1
PAK3	1	1	1	1	0.0260555507782269	1	1	1	1	1
PAK4	0.893719974869722	1	1	1	0.0761412909689847	1	1	1	1	1
PAK6	0.797661019864133	1	1	1	1	1	1	1	1	1
PANX1	0.893719974869722	1	1	0.158703251038844	1	1	1	1	1	1
PANX2	0.959045059394684	1	1	0.108823088600437	1	1	1	1	1	1
PANX3	0.959045059394684	1	1	0.108823088600437	1	1	1	1	1	1
PAPOLA	1	0.0500472955542181	1	1	1	1	1	1	1	1
PARP1	0.113992251719722	0.581976166721678	1	1	1	1	1	1	1	1
PARP15	0.797661019864133	1	1	1	1	1	1	1	1	1
PARP2	0.57031357165159	0.301839640343729	1	1	1	1	1	1	1	1
PARP3	0.404883711087078	1	1	1	1	1	1	1	1	1
PARS2	0.797661019864133	1	1	1	1	1	1	1	1	1
PASK	0.797661019864133	1	1	1	1	1	1	1	1	1
PBRM1	0.797661019864133	1	1	1	1	1	1	1	1	1
PC	0.797661019864133	1	1	1	1	1	1	1	1	1
PCCA	0.797661019864133	1	1	1	1	1	1	1	1	1
PCCB	0.797661019864133	1	1	1	1	1	1	1	1	1
PCYT1A	0.797661019864133	1	1	1	1	1	1	1	1	1
PCYT1B	0.797661019864133	1	1	1	1	1	1	1	1	1
PDE10A	0.989020353084005	0.336759658332725	1	0.00796555695112218	1	1	1	1	1	1
PDE11A	0.636276980333582	1	1	1	1	1	1	1	1	1
PDE1A	0.57031357165159	1	1	0.331790753920129	1	1	1	1	1	1
PDE1B	0.893719974869722	1	1	0.158703251038844	1	1	1	1	1	1
PDE1C	0.815570799000816	1	1	0.205787517164507	1	1	1	1	1	1
PDE2A	0.649613125165999	1	1	0.29218731080305	1	1	1	1	1	1
PDE3A	0.229548758207026	0.62271132649999	1	0.665023338431147	1	1	1	1	1	1
PDE3B	0.670702824233544	0.401439127205337	1	0.437777578381115	1	1	1	1	1	1
PDE4A	0.322487515752624	1	1	0.122552768448468	1	1	1	1	1	1
PDE4B	0.36055416502828	0.283402535708725	1	0.701418783476137	1	1	1	1	1	1
PDE4C	0.192300714372635	1	1	0.553384950657938	1	1	1	1	1	1
PDE4D	0.0550276665834376	1	1	0.701418783476137	1	1	1	1	1	1
PDE5A	0.287327165188206	0.320949573797794	1	0.733854429367955	1	1	1	1	1	1
PDE6A	0.893719974869722	1	1	0.158703251038844	1	1	1	1	1	1
PDE6B	0.893719974869722	1	1	0.158703251038844	1	1	1	1	1	1
PDE6C	0.893719974869722	1	1	0.158703251038844	1	1	1	1	1	1
PDE6D	0.959045059394684	1	1	0.108823088600437	1	1	1	1	1	1
PDE6G	0.732466062049992	1	1	0.250232830181434	1	1	1	1	1	1
PDE6H	0.815570799000816	1	1	0.205787517164507	1	1	1	1	1	1
PDE7A	0.815570799000816	1	1	0.205787517164507	1	1	1	1	1	1
PDE8A	0.815570799000816	1	1	0.205787517164507	1	1	1	1	1	1
PDE9A	0.649613125165999	1	1	0.29218731080305	1	1	1	1	1	1
PDGFD	1	0.0500472955542181	1	1	1	1	1	1	1	1
PDGFRA	0.409458538845571	0.357980496602607	0.839334007830349	0.762761687800593	1	1	1	1	1	1
PDGFRB	0.886230730730934	0.227758646873489	0.414882534541155	0.557882384117093	0.581057236441256	1	1	1	1	1
PDHA1	0.636276980333582	1	1	1	1	1	1	1	1	1
PDHA2	0.797661019864133	1	1	1	1	1	1	1	1	1
PDHB	0.797661019864133	1	1	1	1	1	1	1	1	1
PDK1	0.507555483065512	1	1	1	1	1	1	1	1	1
PDK2	0.797661019864133	1	1	1	1	1	1	1	1	1
PDPK1	0.791689220206531	1	1	1	0.0171656984297866	1	1	1	1	1
PDXDC1	0.797661019864133	1	1	1	1	1	1	1	1	1
PDXK	0.959045059394684	1	1	0.108823088600437	1	1	1	1	1	1
PDXP	0.797661019864133	1	1	1	1	1	1	1	1	1
PECR	0.797661019864133	1	1	1	1	1	1	1	1	1
PFAS	1	0.0500472955542181	1	1	1	1	1	1	1	1
PFKFB3	0.815570799000816	1	1	0.205787517164507	1	1	1	1	1	1
PGD	0.636276980333582	1	1	1	1	1	1	1	1	1
PGF	0.797661019864133	1	1	1	1	1	1	1	1	1
PGGT1B	0.797661019864133	1	1	1	1	1	1	1	1	1
PGR	0.969961487674242	0.241220525655328	0.434053767130658	0.0396925428043898	1	1	1	1	1	1
PGRMC1	0.893719974869722	1	1	0.158703251038844	1	1	1	1	1	1
PHF8	0.797661019864133	1	1	1	1	1	1	1	1	1
PHGDH	0.797661019864133	1	1	1	1	1	1	1	1	1
PHOSPHO1	0.797661019864133	1	1	1	1	1	1	1	1	1
PHYKPL	0.959045059394684	1	0.136208815287958	1	1	1	1	1	1	1
PI3	0.636276980333582	1	1	1	1	1	1	1	1	1
PI4K2A	0.797661019864133	1	1	1	1	1	1	1	1	1
PI4K2B	0.636276980333582	1	1	1	1	1	1	1	1	1
PI4KB	1	0.00250881971694833	1	1	1	1	1	1	0.739026608049636	1
PIEZO1	0.797661019864133	1	1	1	1	1	1	1	1	1
PIK3C3	1	0.0975857713914875	0.136208815287958	1	1	1	1	1	1	1
PIK3CA	0.999349725523843	0.480289019484932	0.0230059644074433	0.101933820883525	0.202668377211522	1	1	1	1	1
PIK3CB	0.99385584165221	0.357980496602607	0.0961061003110085	0.0486338494203267	1	1	1	1	1	1
PIK3CD	0.946970641726982	0.77397576921216	0.145118083347748	0.219910739155086	0.534524979506991	1	1	1	1	1
PIK3CG	0.999590219398856	0.0886525661278277	0.0887569551685932	0.12062663139524	0.22185566785749	1	1	1	1	1
PIK3R1	1	1	1	1	0.0260555507782269	1	1	1	1	1
PIKFYVE	1	1	0.070599363659816	1	1	1	1	1	1	1
PIM1	0.493125888109222	0.486808872096871	0.613757852576383	1	1	1	1	1	1	1
PIM2	0.636276980333582	1	1	1	1	1	1	1	1	1
PIM3	0.636276980333582	1	1	1	1	1	1	1	1	1
PIP5K1C	1	1	0.070599363659816	1	1	1	1	1	1	1
PIPOX	0.797661019864133	1	1	1	1	1	1	1	1	1
PKD1	0.797661019864133	1	1	1	1	1	1	1	1	1
PKD2	0.636276980333582	1	1	1	1	1	1	1	1	1
PKD2L1	0.649613125165999	1	1	0.29218731080305	1	1	1	1	1	1
PKIA	0.898171935817978	1	1	0.29218731080305	0.146467421602334	1	1	1	1	1
PKM	0.797661019864133	1	1	1	1	1	1	1	1	1
PKMYT1	1	1	1	1	0.0260555507782269	1	1	1	1	1
PKN1	0.797661019864133	1	1	1	1	1	1	1	1	1
PKN2	0.797661019864133	1	1	1	1	1	1	1	1	1
PLA2G1B	0.935759148836779	0.171276769523079	0.666310841116629	0.578356727444134	0.326841058963489	1	1	1	1	1
PLA2G2A	0.57031357165159	1	1	0.331790753920129	1	1	1	1	1	1
PLA2G2E	0.898171935817978	1	1	0.0404604270733511	1	1	1	1	1	1
PLA2G4A	0.893719974869722	1	1	0.158703251038844	1	1	1	1	1	1
PLA2G7	0.797661019864133	1	1	1	1	1	1	1	1	1
PLAT	0.797661019864133	1	1	1	1	1	1	1	1	1
PLAU	0.507555483065512	1	1	1	1	1	1	1	1	1
PLAUR	0.797661019864133	1	1	1	1	1	1	1	1	1
PLCB2	0.797661019864133	1	1	1	1	1	1	1	1	1
PLCB3	0.797661019864133	1	1	1	1	1	1	1	1	1
PLCD1	0.797661019864133	1	1	1	1	1	1	1	1	1
PLCG1	0.797661019864133	1	1	1	1	1	1	1	1	1
PLCG2	0.797661019864133	1	1	1	1	1	1	1	1	1
PLD1	0.322988123346349	1	1	1	1	1	1	1	1	1
PLD2	0.649613125165999	1	0.355444479913778	1	1	1	1	1	1	1
PLEKHA1	0.797661019864133	1	1	1	1	1	1	1	1	1
PLG	0.636276980333582	1	1	1	1	1	1	1	1	1
PLK1	0.993211543779546	1	0.518986525769476	1	8.68354983424692e-05	1	0.0137734459678593	1	1	1
PLK2	0.991707601657165	1	1	0.158703251038844	0.0761412909689847	1	1	1	1	1
PLK3	0.893719974869722	1	1	1	0.0761412909689847	1	1	1	1	1
PLK4	0.959045059394684	1	0.136208815287958	1	1	1	1	1	1	1
PLOD1	0.797661019864133	1	1	1	1	1	1	1	1	1
PLOD3	0.797661019864133	1	1	1	1	1	1	1	1	1
PNKP	0.797661019864133	1	1	1	1	1	1	1	1	1
PNLIP	0.507555483065512	1	1	1	1	1	1	1	1	1
PNP	0.791689220206531	0.336759658332725	0.443195007119651	1	1	1	1	1	1	1
PNPO	0.959045059394684	0.0975857713914875	1	1	1	1	1	1	1	1
POLA1	0.649613125165999	0.265077735944928	1	1	1	1	1	1	1	1
POLA2	0.797661019864133	1	1	1	1	1	1	1	1	1
POLB	0.797661019864133	1	1	1	1	1	1	1	1	1
POLD1	0.507555483065512	1	1	1	1	1	1	1	1	1
POLE	0.404883711087078	1	1	1	1	1	1	1	1	1
POLE2	0.797661019864133	1	1	1	1	1	1	1	1	1
POLE3	0.797661019864133	1	1	1	1	1	1	1	1	1
POLE4	0.797661019864133	1	1	1	1	1	1	1	1	1
POLR2A	1	1	1	1	0.0260555507782269	1	1	1	1	1
POMC	0.797661019864133	1	1	1	1	1	1	1	1	1
PON1	0.797661019864133	1	1	1	1	1	1	1	1	1
POR	0.959045059394684	0.0975857713914875	1	1	1	1	1	1	1	1
PORCN	0.404883711087078	1	1	1	1	1	1	1	1	1
POU2F2	0.797661019864133	1	1	1	1	1	1	1	1	1
POU5F1	0.636276980333582	1	1	1	1	1	1	1	1	1
PPARA	0.322487515752624	0.676482661391048	0.799958675611098	0.718103450596913	1	1	1	1	1	1
PPARD	0.227602694287617	0.486808872096871	1	1	1	1	1	1	1	1
PPARG	0.661402222499537	0.627660031372895	0.576607419840187	0.207424539449055	1	1	1	1	1	1
PPAT	0.507555483065512	1	1	1	1	1	1	1	1	1
PPCDC	1	0.0500472955542181	1	1	1	1	1	1	1	1
PPIA	0.991707601657165	0.00727452024366626	1	1	1	1	1	1	1	1
PPIB	0.797661019864133	1	1	1	1	1	1	1	1	1
PPIC	0.797661019864133	1	1	1	1	1	1	1	1	1
PPIF	0.991707601657165	0.00727452024366626	1	1	1	1	1	1	1	1
PPIG	0.797661019864133	1	1	1	1	1	1	1	1	1
PPIH	0.797661019864133	1	1	1	1	1	1	1	1	1
PPM1D	0.797661019864133	1	1	1	1	1	1	1	1	1
PPP2CA	0.797661019864133	1	1	1	1	1	1	1	1	1
PPP2CB	0.797661019864133	1	1	1	1	1	1	1	1	1
PPP3CA	1	0.00250881971694833	1	1	1	1	1	1	0.739026608049636	1
PPP3R2	1	0.00250881971694833	1	1	1	1	1	1	0.739026608049636	1
PRC1	0.797661019864133	1	1	1	1	1	1	1	1	1
PRDX2	1	0.0500472955542181	1	1	1	1	1	1	1	1
PRDX5	0.507555483065512	1	1	1	1	1	1	1	1	1
PREP	0.991707601657165	0.142741396965398	0.197181436958372	1	1	1	1	1	1	1
PRKAA1	0.649613125165999	1	0.355444479913778	1	1	1	1	1	1	1
PRKAA2	0.797661019864133	1	1	1	1	1	1	1	1	1
PRKAB1	0.404883711087078	1	1	1	1	1	1	1	1	1
PRKAB2	0.636276980333582	1	1	1	1	1	1	1	1	1
PRKACA	0.609635507714842	1	1	0.4692241628363	0.251949407314278	1	1	1	1	1
PRKAG1	0.636276980333582	1	1	1	1	1	1	1	1	1
PRKAG2	0.797661019864133	1	1	1	1	1	1	1	1	1
PRKAG3	0.797661019864133	1	1	1	1	1	1	1	1	1
PRKCA	0.663628648284767	0.245661335396229	0.750918819033812	1	0.394212634939446	1	1	1	1	1
PRKCB	0.73195565172131	1	0.482478061098749	1	0.211423863171384	1	1	1	1	1
PRKCD	0.791689220206531	1	0.443195007119651	1	0.190342288311752	1	1	1	1	1
PRKCE	0.84786200895202	1	0.400926223101641	1	0.168695214576506	1	1	1	1	1
PRKCG	0.898171935817978	1	0.355444479913778	1	0.146467421602334	1	1	1	1	1
PRKCH	0.797661019864133	1	1	1	1	1	1	1	1	1
PRKCI	0.507555483065512	1	1	1	1	1	1	1	1	1
PRKCQ	0.322988123346349	1	1	1	1	1	1	1	1	1
PRKCZ	0.732466062049992	1	1	0.250232830181434	1	1	1	1	1	1
PRKDC	0.73195565172131	1	0.482478061098749	0.4044648636752	1	1	1	1	1	1
PRKG1	0.507555483065512	1	1	1	1	1	1	1	1	1
PRKX	0.797661019864133	1	1	1	1	1	1	1	1	1
PRMT1	0.636276980333582	1	1	1	1	1	1	1	1	1
PRMT3	0.636276980333582	1	1	1	1	1	1	1	1	1
PRMT5	0.636276980333582	1	1	1	1	1	1	1	1	1
PRMT6	0.797661019864133	1	1	1	1	1	1	1	1	1
PROC	0.636276980333582	1	1	1	1	1	1	1	1	1
PRODH	0.797661019864133	1	1	1	1	1	1	1	1	1
