Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
glycogen catabolic process (GO:0005980)	1/15	0.03758743944760645	0.07630320728388401	0	0	28.478571428571428	93.44062326514334	CALM1
response to muscle stretch (GO:0035994)	1/15	0.03758743944760645	0.07630320728388401	0	0	28.478571428571428	93.44062326514334	PIK3CA
histone mRNA catabolic process (GO:0071044)	1/15	0.03758743944760645	0.07630320728388401	0	0	28.478571428571428	93.44062326514334	ATM
interleukin-27-mediated signaling pathway (GO:0070106)	1/15	0.03758743944760645	0.07630320728388401	0	0	28.478571428571428	93.44062326514334	STAT3
positive regulation of natural killer cell activation (GO:0032816)	1/15	0.03758743944760645	0.07630320728388401	0	0	28.478571428571428	93.44062326514334	IL12A
stress fiber assembly (GO:0043149)	1/15	0.03758743944760645	0.07630320728388401	0	0	28.478571428571428	93.44062326514334	SRC
mammary gland epithelium development (GO:0061180)	1/15	0.03758743944760645	0.07630320728388401	0	0	28.478571428571428	93.44062326514334	EPHA2
myoblast fusion (GO:0007520)	1/15	0.03758743944760645	0.07630320728388401	0	0	28.478571428571428	93.44062326514334	KCNH1
regulation of cell cycle (GO:0051726)	3/296	0.03968696065224949	0.079353456956103	0	0	4.19283276450512	13.529150135233909	STAT3;IL12A;ATM
regulation of tumor necrosis factor production (GO:0032680)	2/124	0.03990921566444039	0.079353456956103	0	0	6.633322181331549	21.36691256214066	SYK;STAT3
negative regulation of cell-substrate junction organization (GO:0150118)	1/16	0.04004342652313515	0.079353456956103	0	0	26.578666666666667	85.52458776582635	SRC
negative regulation of focal adhesion assembly (GO:0051895)	1/16	0.04004342652313515	0.079353456956103	0	0	26.578666666666667	85.52458776582635	SRC
regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis (GO:1903587)	1/16	0.04004342652313515	0.079353456956103	0	0	26.578666666666667	85.52458776582635	IL12A
negative regulation of lyase activity (GO:0051350)	1/16	0.04004342652313515	0.079353456956103	0	0	26.578666666666667	85.52458776582635	DRD2
cellular polysaccharide catabolic process (GO:0044247)	1/16	0.04004342652313515	0.079353456956103	0	0	26.578666666666667	85.52458776582635	CALM1
regulation of ERBB signaling pathway (GO:1901184)	1/16	0.04004342652313515	0.079353456956103	0	0	26.578666666666667	85.52458776582635	EGFR
negative regulation of telomere maintenance (GO:0032205)	1/16	0.04004342652313515	0.079353456956103	0	0	26.578666666666667	85.52458776582635	ATM
neuron projection organization (GO:0106027)	1/16	0.04004342652313515	0.079353456956103	0	0	26.578666666666667	85.52458776582635	ATP1A3
neutrophil activation (GO:0042119)	1/16	0.04004342652313515	0.079353456956103	0	0	26.578666666666667	85.52458776582635	SYK
positive regulation of alpha-beta T cell proliferation (GO:0046641)	1/16	0.04004342652313515	0.079353456956103	0	0	26.578666666666667	85.52458776582635	SYK
regulation of systemic arterial blood pressure (GO:0003073)	1/16	0.04004342652313515	0.079353456956103	0	0	26.578666666666667	85.52458776582635	DRD2
regulation of protein secretion (GO:0050708)	2/125	0.04049329502493438	0.08009825451001645	0	0	6.579060892649743	21.096540828376867	IL12A;DRD2
positive regulation of nucleic acid-templated transcription (GO:1903508)	4/511	0.04098553763164481	0.08092399948437898	0	0	3.263586386335977	10.425644249857076	KCNH2;STAT3;EGFR;BRD4
synapse organization (GO:0050808)	2/126	0.04108063310680018	0.08096401643271	0	0	6.525674786043449	20.831379662678565	DRD1;DRD2
innate immune response (GO:0045087)	3/302	0.04171691117529854	0.08195671485931448	0	0	4.1074414715719065	13.048720052529706	FGR;SYK;SRC
MAPK cascade (GO:0000165)	3/303	0.04206028790224792	0.08195671485931448	0	0	4.093541666666667	12.971005975068229	PIK3CA;CALM1;EGFR
negative regulation of peptidyl-threonine phosphorylation (GO:0010801)	1/17	0.04249326897973699	0.08195671485931448	0	0	24.91625	78.6957230101767	CALM1
cellular response to gamma radiation (GO:0071480)	1/17	0.04249326897973699	0.08195671485931448	0	0	24.91625	78.6957230101767	ATM
regulation of neuroblast proliferation (GO:1902692)	1/17	0.04249326897973699	0.08195671485931448	0	0	24.91625	78.6957230101767	DRD2
diol biosynthetic process (GO:0034312)	1/17	0.04249326897973699	0.08195671485931448	0	0	24.91625	78.6957230101767	DHFR
positive regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0045737)	1/17	0.04249326897973699	0.08195671485931448	0	0	24.91625	78.6957230101767	EGFR
positive regulation of cytokine production involved in inflammatory response (GO:1900017)	1/17	0.04249326897973699	0.08195671485931448	0	0	24.91625	78.6957230101767	STAT3
regulation of transferase activity (GO:0051338)	1/17	0.04249326897973699	0.08195671485931448	0	0	24.91625	78.6957230101767	ATM
positive regulation of DNA replication (GO:0045740)	1/17	0.04249326897973699	0.08195671485931448	0	0	24.91625	78.6957230101767	EGFR
membrane depolarization during cardiac muscle cell action potential (GO:0086012)	1/17	0.04249326897973699	0.08195671485931448	0	0	24.91625	78.6957230101767	ATP1A2
vasculature development (GO:0001944)	1/17	0.04249326897973699	0.08195671485931448	0	0	24.91625	78.6957230101767	PIK3CA
positive regulation of macromolecule biosynthetic process (GO:0010557)	2/129	0.042862003182792464	0.08252079616331218	0	0	6.370560822754299	20.06579851003194	EGFR;MTOR
G2/M transition of mitotic cell cycle (GO:0000086)	2/130	0.043462180009694484	0.08352767099554073	0	0	6.32047193877551	19.820141326730162	HSP90AA1;TUBB
cell cycle G2/M phase transition (GO:0044839)	2/131	0.044065517866388126	0.08383071445625681	0	0	6.271159626641354	19.579047687257045	HSP90AA1;TUBB
cellular response to hypoxia (GO:0071456)	2/131	0.044065517866388126	0.08383071445625681	0	0	6.271159626641354	19.579047687257045	KCND2;MTOR
regulation of cell population proliferation (GO:0042127)	5/764	0.04446980746748027	0.08383071445625681	0	0	2.7481812453457066	8.554936528042372	STAT3;ADRA1D;DRD2;EGFR;KCNH1
regulation of B cell differentiation (GO:0045577)	1/18	0.044936981871191266	0.08383071445625681	0	0	23.449411764705882	72.75166337328601	SYK
regulation of cellular protein catabolic process (GO:1903362)	1/18	0.044936981871191266	0.08383071445625681	0	0	23.449411764705882	72.75166337328601	HSP90AA1
cell migration involved in sprouting angiogenesis (GO:0002042)	1/18	0.044936981871191266	0.08383071445625681	0	0	23.449411764705882	72.75166337328601	EPHB4
regulation of early endosome to late endosome transport (GO:2000641)	1/18	0.044936981871191266	0.08383071445625681	0	0	23.449411764705882	72.75166337328601	SRC
regulation of platelet aggregation (GO:0090330)	1/18	0.044936981871191266	0.08383071445625681	0	0	23.449411764705882	72.75166337328601	SYK
regulation of production of miRNAs involved in gene silencing by miRNA (GO:1903798)	1/18	0.044936981871191266	0.08383071445625681	0	0	23.449411764705882	72.75166337328601	EGFR
positive regulation of cell adhesion mediated by integrin (GO:0033630)	1/18	0.044936981871191266	0.08383071445625681	0	0	23.449411764705882	72.75166337328601	SYK
regulation of telomere maintenance via telomere lengthening (GO:1904356)	1/18	0.044936981871191266	0.08383071445625681	0	0	23.449411764705882	72.75166337328601	ATM
regulation of ventricular cardiac muscle cell membrane repolarization (GO:0060307)	1/18	0.044936981871191266	0.08383071445625681	0	0	23.449411764705882	72.75166337328601	KCNH2
response to axon injury (GO:0048678)	1/18	0.044936981871191266	0.08383071445625681	0	0	23.449411764705882	72.75166337328601	DHFR
positive regulation of interleukin-4 production (GO:0032753)	1/18	0.044936981871191266	0.08383071445625681	0	0	23.449411764705882	72.75166337328601	SYK
positive regulation of nitric-oxide synthase activity (GO:0051000)	1/18	0.044936981871191266	0.08383071445625681	0	0	23.449411764705882	72.75166337328601	DHFR
positive regulation of synaptic transmission, glutamatergic (GO:0051968)	1/18	0.044936981871191266	0.08383071445625681	0	0	23.449411764705882	72.75166337328601	DRD1
ventricular cardiac muscle cell action potential (GO:0086005)	1/18	0.044936981871191266	0.08383071445625681	0	0	23.449411764705882	72.75166337328601	KCNH2
cellular protein modification process (GO:0006464)	6/1025	0.045185634021106216	0.08414949399455582	0	0	2.47693817468106	7.671018263899489	FGR;UGCG;SYK;ATM;MAP3K9;MTOR
ribonucleoprotein complex assembly (GO:0022618)	2/136	0.04712894901548506	0.08586146696056017	0	0	6.035638135851356	18.438076822944925	HSP90AA1;RPL3
negative regulation of calcium ion transport (GO:0051926)	1/19	0.04737458019912608	0.08586146696056017	0	0	22.145555555555557	67.53662482568532	ATP1A2
regulation of bicellular tight junction assembly (GO:2000810)	1/19	0.04737458019912608	0.08586146696056017	0	0	22.145555555555557	67.53662482568532	EPHA2
cellular response to interleukin-7 (GO:0098761)	1/19	0.04737458019912608	0.08586146696056017	0	0	22.145555555555557	67.53662482568532	STAT3
neuromuscular process (GO:0050905)	1/19	0.04737458019912608	0.08586146696056017	0	0	22.145555555555557	67.53662482568532	KCNA1
regulation of lymphocyte proliferation (GO:0050670)	1/19	0.04737458019912608	0.08586146696056017	0	0	22.145555555555557	67.53662482568532	IL12A
regulation of nervous system process (GO:0031644)	1/19	0.04737458019912608	0.08586146696056017	0	0	22.145555555555557	67.53662482568532	HTR2C
DNA double-strand break processing (GO:0000729)	1/19	0.04737458019912608	0.08586146696056017	0	0	22.145555555555557	67.53662482568532	ATM
establishment of skin barrier (GO:0061436)	1/19	0.04737458019912608	0.08586146696056017	0	0	22.145555555555557	67.53662482568532	UGCG
excitatory postsynaptic potential (GO:0060079)	1/19	0.04737458019912608	0.08586146696056017	0	0	22.145555555555557	67.53662482568532	DRD2
folic acid metabolic process (GO:0046655)	1/19	0.04737458019912608	0.08586146696056017	0	0	22.145555555555557	67.53662482568532	DHFR
positive regulation of cellular protein catabolic process (GO:1903364)	1/19	0.04737458019912608	0.08586146696056017	0	0	22.145555555555557	67.53662482568532	HSP90AA1
regulation of vascular endothelial growth factor signaling pathway (GO:1900746)	1/19	0.04737458019912608	0.08586146696056017	0	0	22.145555555555557	67.53662482568532	IL12A
regulation of water loss via skin (GO:0033561)	1/19	0.04737458019912608	0.08586146696056017	0	0	22.145555555555557	67.53662482568532	UGCG
interleukin-7-mediated signaling pathway (GO:0038111)	1/19	0.04737458019912608	0.08586146696056017	0	0	22.145555555555557	67.53662482568532	STAT3
myeloid cell activation involved in immune response (GO:0002275)	1/19	0.04737458019912608	0.08586146696056017	0	0	22.145555555555557	67.53662482568532	SYK
regulation of cellular component organization (GO:0051128)	2/139	0.04900371519133905	0.08791219803679681	0	0	5.902577089229853	17.801341202903473	HSP90AA1;MTOR
adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains (GO:0002460)	1/20	0.04980607892472869	0.08791219803679681	0	0	20.978947368421053	62.92883309083605	STAT3
negative regulation of telomere maintenance via telomerase (GO:0032211)	1/20	0.04980607892472869	0.08791219803679681	0	0	20.978947368421053	62.92883309083605	SRC
regulation of programmed necrotic cell death (GO:0062098)	1/20	0.04980607892472869	0.08791219803679681	0	0	20.978947368421053	62.92883309083605	HSP90AA1
regulation of protein modification by small protein conjugation or removal (GO:1903320)	1/20	0.04980607892472869	0.08791219803679681	0	0	20.978947368421053	62.92883309083605	HSP90AA1
eye morphogenesis (GO:0048592)	1/20	0.04980607892472869	0.08791219803679681	0	0	20.978947368421053	62.92883309083605	STAT3
folic acid-containing compound metabolic process (GO:0006760)	1/20	0.04980607892472869	0.08791219803679681	0	0	20.978947368421053	62.92883309083605	DHFR
positive regulation of cyclin-dependent protein kinase activity (GO:1904031)	1/20	0.04980607892472869	0.08791219803679681	0	0	20.978947368421053	62.92883309083605	EGFR
positive regulation of G2/M transition of mitotic cell cycle (GO:0010971)	1/20	0.04980607892472869	0.08791219803679681	0	0	20.978947368421053	62.92883309083605	BRD4
growth hormone receptor signaling pathway (GO:0060396)	1/20	0.04980607892472869	0.08791219803679681	0	0	20.978947368421053	62.92883309083605	STAT3
positive regulation of heart contraction (GO:0045823)	1/20	0.04980607892472869	0.08791219803679681	0	0	20.978947368421053	62.92883309083605	ATP1A2
positive regulation of lymphocyte differentiation (GO:0045621)	1/20	0.04980607892472869	0.08791219803679681	0	0	20.978947368421053	62.92883309083605	SYK
inositol phosphate-mediated signaling (GO:0048016)	1/20	0.04980607892472869	0.08791219803679681	0	0	20.978947368421053	62.92883309083605	HRH1
positive regulation of natural killer cell mediated cytotoxicity (GO:0045954)	1/20	0.04980607892472869	0.08791219803679681	0	0	20.978947368421053	62.92883309083605	IL12A
myeloid cell development (GO:0061515)	1/20	0.04980607892472869	0.08791219803679681	0	0	20.978947368421053	62.92883309083605	SRC
natural killer cell mediated immunity (GO:0002228)	1/20	0.04980607892472869	0.08791219803679681	0	0	20.978947368421053	62.92883309083605	TUBB
receptor-mediated endocytosis (GO:0006898)	2/143	0.05154517502596088	0.09083367976887567	0	0	5.733970183818208	17.002922696796222	HSP90AA1;SYK
negative regulation of cell migration (GO:0030336)	2/144	0.05218787531987497	0.09085928528785765	0	0	5.6933026731819485	16.811782412026876	ATP1B2;DRD2
cellular response to estradiol stimulus (GO:0071392)	1/21	0.0522314930213008	0.09085928528785765	0	0	19.929	58.83179608335473	EGFR
focal adhesion assembly (GO:0048041)	1/21	0.0522314930213008	0.09085928528785765	0	0	19.929	58.83179608335473	SRC
regulation of transcription by RNA polymerase III (GO:0006359)	1/21	0.0522314930213008	0.09085928528785765	0	0	19.929	58.83179608335473	MTOR
spindle assembly checkpoint signaling (GO:0071173)	1/21	0.0522314930213008	0.09085928528785765	0	0	19.929	58.83179608335473	ATM
mitotic spindle assembly checkpoint signaling (GO:0007094)	1/21	0.0522314930213008	0.09085928528785765	0	0	19.929	58.83179608335473	ATM
mitotic spindle checkpoint signaling (GO:0071174)	1/21	0.0522314930213008	0.09085928528785765	0	0	19.929	58.83179608335473	ATM
myotube differentiation (GO:0014902)	1/21	0.0522314930213008	0.09085928528785765	0	0	19.929	58.83179608335473	KCNH1
negative regulation of B cell activation (GO:0050869)	1/22	0.05465083736850441	0.0932684637740091	0	0	18.97904761904762	55.16811991271338	ATM
regulation of adenylate cyclase activity (GO:0045761)	1/22	0.05465083736850441	0.0932684637740091	0	0	18.97904761904762	55.16811991271338	DRD2
regulation of cardiac muscle cell membrane repolarization (GO:0099623)	1/22	0.05465083736850441	0.0932684637740091	0	0	18.97904761904762	55.16811991271338	KCNH2
negative regulation of mitotic metaphase/anaphase transition (GO:0045841)	1/22	0.05465083736850441	0.0932684637740091	0	0	18.97904761904762	55.16811991271338	ATM
chaperone-mediated protein complex assembly (GO:0051131)	1/22	0.05465083736850441	0.0932684637740091	0	0	18.97904761904762	55.16811991271338	HSP90AA1
neuronal action potential (GO:0019228)	1/22	0.05465083736850441	0.0932684637740091	0	0	18.97904761904762	55.16811991271338	KCNA1
regulation of platelet activation (GO:0010543)	1/22	0.05465083736850441	0.0932684637740091	0	0	18.97904761904762	55.16811991271338	SYK
regulation of voltage-gated calcium channel activity (GO:1901385)	1/22	0.05465083736850441	0.0932684637740091	0	0	18.97904761904762	55.16811991271338	DRD2
positive regulation of neural precursor cell proliferation (GO:2000179)	1/22	0.05465083736850441	0.0932684637740091	0	0	18.97904761904762	55.16811991271338	DRD2
positive regulation of signal transduction by p53 class mediator (GO:1901798)	1/22	0.05465083736850441	0.0932684637740091	0	0	18.97904761904762	55.16811991271338	ATM
positive regulation of translational initiation (GO:0045948)	1/22	0.05465083736850441	0.0932684637740091	0	0	18.97904761904762	55.16811991271338	MTOR
natural killer cell mediated cytotoxicity (GO:0042267)	1/22	0.05465083736850441	0.0932684637740091	0	0	18.97904761904762	55.16811991271338	TUBB
response to cytokine (GO:0034097)	2/150	0.056104282472067016	0.09543027087726812	0	0	5.460838389409818	15.73018052285418	SRC;STAT3
regulation of calcium ion transmembrane transport (GO:1903169)	1/23	0.05706412685544591	0.09543027087726812	0	0	18.115454545454547	51.87504627983149	ATP1A2
blood vessel endothelial cell migration (GO:0043534)	1/23	0.05706412685544591	0.09543027087726812	0	0	18.115454545454547	51.87504627983149	EPHB4
regulation of interleukin-4 production (GO:0032673)	1/23	0.05706412685544591	0.09543027087726812	0	0	18.115454545454547	51.87504627983149	SYK
cytoskeleton-dependent intracellular transport (GO:0030705)	1/23	0.05706412685544591	0.09543027087726812	0	0	18.115454545454547	51.87504627983149	TUBB
regulation of necroptotic process (GO:0060544)	1/23	0.05706412685544591	0.09543027087726812	0	0	18.115454545454547	51.87504627983149	HSP90AA1
positive regulation of cell cycle G2/M phase transition (GO:1902751)	1/23	0.05706412685544591	0.09543027087726812	0	0	18.115454545454547	51.87504627983149	BRD4
regulation of supramolecular fiber organization (GO:1902903)	1/23	0.05706412685544591	0.09543027087726812	0	0	18.115454545454547	51.87504627983149	PIK3CA
regulation of telomere capping (GO:1904353)	1/23	0.05706412685544591	0.09543027087726812	0	0	18.115454545454547	51.87504627983149	ATM
response to nutrient levels (GO:0031667)	1/23	0.05706412685544591	0.09543027087726812	0	0	18.115454545454547	51.87504627983149	MTOR
positive regulation of natural killer cell mediated immunity (GO:0002717)	1/23	0.05706412685544591	0.09543027087726812	0	0	18.115454545454547	51.87504627983149	IL12A
positive regulation of protein autophosphorylation (GO:0031954)	1/23	0.05706412685544591	0.09543027087726812	0	0	18.115454545454547	51.87504627983149	CALM1
positive regulation of transcription by RNA polymerase I (GO:0045943)	1/23	0.05706412685544591	0.09543027087726812	0	0	18.115454545454547	51.87504627983149	MTOR
axon extension (GO:0048675)	1/24	0.059471376321145186	0.0980915078955474	0	0	17.32695652173913	48.901178953928365	HSP90AA1
regulation of cell size (GO:0008361)	1/24	0.059471376321145186	0.0980915078955474	0	0	17.32695652173913	48.901178953928365	MTOR
negative regulation of protein depolymerization (GO:1901880)	1/24	0.059471376321145186	0.0980915078955474	0	0	17.32695652173913	48.901178953928365	PIK3CA
cellular response to catecholamine stimulus (GO:0071870)	1/24	0.059471376321145186	0.0980915078955474	0	0	17.32695652173913	48.901178953928365	DRD1
negative regulation of synaptic transmission (GO:0050805)	1/24	0.059471376321145186	0.0980915078955474	0	0	17.32695652173913	48.901178953928365	DRD2
response to gamma radiation (GO:0010332)	1/24	0.059471376321145186	0.0980915078955474	0	0	17.32695652173913	48.901178953928365	ATM
positive regulation of lamellipodium assembly (GO:0010592)	1/24	0.059471376321145186	0.0980915078955474	0	0	17.32695652173913	48.901178953928365	PIK3CA
protein insertion into mitochondrial membrane (GO:0051204)	1/24	0.059471376321145186	0.0980915078955474	0	0	17.32695652173913	48.901178953928365	HSP90AA1
protein kinase B signaling (GO:0043491)	1/24	0.059471376321145186	0.0980915078955474	0	0	17.32695652173913	48.901178953928365	EPHA2
peptidyl-serine phosphorylation (GO:0018105)	2/156	0.06012108625313481	0.09901219988720222	0	0	5.246488205671879	14.749948852661108	ATM;MTOR
cellular response to starvation (GO:0009267)	2/158	0.061481667915908686	0.09991963255106362	0	0	5.178702250130821	14.443484632546348	EHMT2;MTOR
negative regulation of cell junction assembly (GO:1901889)	1/25	0.0618726005630431	0.09991963255106362	0	0	16.604166666666668	46.204046595553486	SRC
receptor signaling pathway via STAT (GO:0097696)	1/25	0.0618726005630431	0.09991963255106362	0	0	16.604166666666668	46.204046595553486	STAT3
regulation of cardiac muscle cell action potential (GO:0098901)	1/25	0.0618726005630431	0.09991963255106362	0	0	16.604166666666668	46.204046595553486	CALM1
regulation of dopamine secretion (GO:0014059)	1/25	0.0618726005630431	0.09991963255106362	0	0	16.604166666666668	46.204046595553486	DRD2
chemical synaptic transmission, postsynaptic (GO:0099565)	1/25	0.0618726005630431	0.09991963255106362	0	0	16.604166666666668	46.204046595553486	DRD2
divalent inorganic cation homeostasis (GO:0072507)	1/25	0.0618726005630431	0.09991963255106362	0	0	16.604166666666668	46.204046595553486	KCNA1
regulation of rhodopsin mediated signaling pathway (GO:0022400)	1/25	0.0618726005630431	0.09991963255106362	0	0	16.604166666666668	46.204046595553486	CALM1
regulation of ryanodine-sensitive calcium-release channel activity (GO:0060314)	1/25	0.0618726005630431	0.09991963255106362	0	0	16.604166666666668	46.204046595553486	CALM1
positive regulation of DNA-templated transcription, elongation (GO:0032786)	1/25	0.0618726005630431	0.09991963255106362	0	0	16.604166666666668	46.204046595553486	BRD4
positive regulation of lipid metabolic process (GO:0045834)	1/25	0.0618726005630431	0.09991963255106362	0	0	16.604166666666668	46.204046595553486	MTOR
ribosomal large subunit assembly (GO:0000027)	1/25	0.0618726005630431	0.09991963255106362	0	0	16.604166666666668	46.204046595553486	RPL3
positive regulation of peptidyl-threonine phosphorylation (GO:0010800)	1/25	0.0618726005630431	0.09991963255106362	0	0	16.604166666666668	46.204046595553486	CALM1
cellular response to drug (GO:0035690)	1/26	0.06426781435749045	0.10301892612563654	0	0	15.9392	43.74826370127252	KCNH2
negative regulation of telomere maintenance via telomere lengthening (GO:1904357)	1/26	0.06426781435749045	0.10301892612563654	0	0	15.9392	43.74826370127252	SRC
positive regulation of G1/S transition of mitotic cell cycle (GO:1900087)	1/26	0.06426781435749045	0.10301892612563654	0	0	15.9392	43.74826370127252	EGFR
TOR signaling (GO:0031929)	1/26	0.06426781435749045	0.10301892612563654	0	0	15.9392	43.74826370127252	MTOR
positive regulation of T cell mediated cytotoxicity (GO:0001916)	1/26	0.06426781435749045	0.10301892612563654	0	0	15.9392	43.74826370127252	IL12A
cellular response to cadmium ion (GO:0071276)	1/27	0.06665703244937396	0.10575206614402144	0	0	15.325384615384616	41.504125770986924	EGFR
positive regulation of calcium ion transmembrane transport (GO:1904427)	1/27	0.06665703244937396	0.10575206614402144	0	0	15.325384615384616	41.504125770986924	DRD1
regulation of transcription elongation from RNA polymerase II promoter (GO:0034243)	1/27	0.06665703244937396	0.10575206614402144	0	0	15.325384615384616	41.504125770986924	BRD4
regulation of vasculature development (GO:1901342)	1/27	0.06665703244937396	0.10575206614402144	0	0	15.325384615384616	41.504125770986924	EPHA2
positive regulation of erythrocyte differentiation (GO:0045648)	1/27	0.06665703244937396	0.10575206614402144	0	0	15.325384615384616	41.504125770986924	STAT3
positive regulation of nitric oxide biosynthetic process (GO:0045429)	1/27	0.06665703244937396	0.10575206614402144	0	0	15.325384615384616	41.504125770986924	HSP90AA1
monovalent inorganic cation homeostasis (GO:0055067)	1/27	0.06665703244937396	0.10575206614402144	0	0	15.325384615384616	41.504125770986924	KCNH2
cellular protein-containing complex assembly (GO:0034622)	2/168	0.06844068177518277	0.10732984429290757	0	0	4.864273420211458	13.044949446708385	HSP90AA1;SRC
regulation of DNA damage response, signal transduction by p53 class mediator (GO:0043516)	1/28	0.06904026952667622	0.10732984429290757	0	0	14.757037037037037	39.44652405205433	ATM
cellular response to acid chemical (GO:0071229)	1/28	0.06904026952667622	0.10732984429290757	0	0	14.757037037037037	39.44652405205433	MTOR
cellular response to epidermal growth factor stimulus (GO:0071364)	1/28	0.06904026952667622	0.10732984429290757	0	0	14.757037037037037	39.44652405205433	EGFR
regulation of multicellular organismal development (GO:2000026)	1/28	0.06904026952667622	0.10732984429290757	0	0	14.757037037037037	39.44652405205433	EHMT1
regulation of sodium ion transmembrane transport (GO:1902305)	1/28	0.06904026952667622	0.10732984429290757	0	0	14.757037037037037	39.44652405205433	FXYD2
positive regulation of defense response to virus by host (GO:0002230)	1/28	0.06904026952667622	0.10732984429290757	0	0	14.757037037037037	39.44652405205433	HSP90AA1
glycogen metabolic process (GO:0005977)	1/28	0.06904026952667622	0.10732984429290757	0	0	14.757037037037037	39.44652405205433	CALM1
histone mRNA metabolic process (GO:0008334)	1/28	0.06904026952667622	0.10732984429290757	0	0	14.757037037037037	39.44652405205433	ATM
positive regulation of monooxygenase activity (GO:0032770)	1/28	0.06904026952667622	0.10732984429290757	0	0	14.757037037037037	39.44652405205433	DHFR
positive regulation of nitric oxide metabolic process (GO:1904407)	1/28	0.06904026952667622	0.10732984429290757	0	0	14.757037037037037	39.44652405205433	HSP90AA1
leukocyte cell-cell adhesion (GO:0007159)	1/28	0.06904026952667622	0.10732984429290757	0	0	14.757037037037037	39.44652405205433	SYK
positive regulation of phosphatidylinositol 3-kinase activity (GO:0043552)	1/28	0.06904026952667622	0.10732984429290757	0	0	14.757037037037037	39.44652405205433	FGR
macromolecule catabolic process (GO:0009057)	1/28	0.06904026952667622	0.10732984429290757	0	0	14.757037037037037	39.44652405205433	MTOR
peptidyl-serine modification (GO:0018209)	2/169	0.06915048689763992	0.10734695383536066	0	0	4.834901625320787	12.91629551390267	ATM;MTOR
nuclear-transcribed mRNA catabolic process (GO:0000956)	2/171	0.07057746284768908	0.10929813092207075	0	0	4.777200821156865	12.664571525524993	RPL3;ATM
regulation of calcium ion transmembrane transporter activity (GO:1901019)	1/29	0.07141754026053976	0.10929813092207075	0	0	14.229285714285714	37.55409844816487	CALM1
regulation of DNA biosynthetic process (GO:2000278)	1/29	0.07141754026053976	0.10929813092207075	0	0	14.229285714285714	37.55409844816487	ATM
negative regulation of transferase activity (GO:0051348)	1/29	0.07141754026053976	0.10929813092207075	0	0	14.229285714285714	37.55409844816487	SRC
regulation of neuronal synaptic plasticity (GO:0048168)	1/29	0.07141754026053976	0.10929813092207075	0	0	14.229285714285714	37.55409844816487	DRD2
regulation of response to biotic stimulus (GO:0002831)	1/29	0.07141754026053976	0.10929813092207075	0	0	14.229285714285714	37.55409844816487	FGR
regulation of T cell mediated cytotoxicity (GO:0001914)	1/29	0.07141754026053976	0.10929813092207075	0	0	14.229285714285714	37.55409844816487	IL12A
glial cell differentiation (GO:0010001)	1/29	0.07141754026053976	0.10929813092207075	0	0	14.229285714285714	37.55409844816487	STAT3
response to cadmium ion (GO:0046686)	1/29	0.07141754026053976	0.10929813092207075	0	0	14.229285714285714	37.55409844816487	EGFR
telomere maintenance via telomerase (GO:0007004)	1/29	0.07141754026053976	0.10929813092207075	0	0	14.229285714285714	37.55409844816487	HSP90AA1
negative regulation of cytoskeleton organization (GO:0051494)	1/30	0.07378885927971658	0.11135222557971178	0	0	13.73793103448276	35.80857002720438	PIK3CA
regulation of catecholamine secretion (GO:0050433)	1/30	0.07378885927971658	0.11135222557971178	0	0	13.73793103448276	35.80857002720438	DRD2
regulation of cation transmembrane transport (GO:1904062)	1/30	0.07378885927971658	0.11135222557971178	0	0	13.73793103448276	35.80857002720438	KCNH2
negative regulation of Notch signaling pathway (GO:0045746)	1/30	0.07378885927971658	0.11135222557971178	0	0	13.73793103448276	35.80857002720438	EGFR
cell projection organization (GO:0030030)	1/30	0.07378885927971658	0.11135222557971178	0	0	13.73793103448276	35.80857002720438	ATP1B2
regulation of natural killer cell mediated cytotoxicity (GO:0042269)	1/30	0.07378885927971658	0.11135222557971178	0	0	13.73793103448276	35.80857002720438	IL12A
positive regulation of endopeptidase activity (GO:0010950)	1/30	0.07378885927971658	0.11135222557971178	0	0	13.73793103448276	35.80857002720438	STAT3
positive regulation of lipid kinase activity (GO:0090218)	1/30	0.07378885927971658	0.11135222557971178	0	0	13.73793103448276	35.80857002720438	FGR
RNA-dependent DNA biosynthetic process (GO:0006278)	1/30	0.07378885927971658	0.11135222557971178	0	0	13.73793103448276	35.80857002720438	HSP90AA1
positive regulation of small GTPase mediated signal transduction (GO:0051057)	1/30	0.07378885927971658	0.11135222557971178	0	0	13.73793103448276	35.80857002720438	SRC
positive regulation of cellular process (GO:0048522)	4/625	0.07462452317499399	0.11245645414393243	0	0	2.648850515640525	6.874524916020449	ADRA1D;IL12A;ATM;EGFR
regulation of translation (GO:0006417)	2/178	0.0756474909317969	0.11381062010306078	0	0	4.585575139146568	11.838446383004442	DHFR;MTOR
activation of protein kinase B activity (GO:0032148)	1/31	0.0761542411780185	0.11381062010306078	0	0	13.279333333333334	34.194210378566844	MTOR
receptor signaling pathway via JAK-STAT (GO:0007259)	1/31	0.0761542411780185	0.11381062010306078	0	0	13.279333333333334	34.194210378566844	STAT3
regulation of cellular component size (GO:0032535)	1/31	0.0761542411780185	0.11381062010306078	0	0	13.279333333333334	34.194210378566844	MTOR
